year,rank,song,name,peak,previous,streak,streams,movement
2021,12, WITHOUT YOU,The Kid LAROI,8,8,8,4192149,4
2021,13, Lemonade (feat. NAV),Internet Money,1,1,1,4040876,12
2021,14, Best Friend (feat. Doja Cat),Saweetie,14,14,14,3975314,0
2021,15, Wasted On You,Morgan Wallen,3,3,3,3856995,12
2021,16, positions,Ariana Grande,1,1,1,3798228,15
2021,17, Sand In My Boots,Morgan Wallen,13,13,13,3783529,4
2021,18, For The Night (feat. Lil Baby & DaBaby),Pop Smoke,2,2,2,3676460,16
2021,19, Sweater Weather,The Neighbourhood,19,19,19,3488447,0
2021,20, Somebody’s Problem,Morgan Wallen,4,4,4,3479801,16
2021,21, What You Know Bout Love,Pop Smoke,6,6,6,3472887,15
2021,22, WAP (feat. Megan Thee Stallion),Cardi B,1,1,1,3460247,21
2021,23, Heat Waves,Glass Animals,23,23,23,3399493,0
2021,24, my ex's best friend (with blackbear),mgk,11,11,11,3322984,13
2021,25, Laugh Now Cry Later (feat. Lil Durk),Drake,2,2,2,3307346,23
2021,26, Therefore I Am,Billie Eilish,1,1,1,3269724,25
2021,27, The Hills,The Weeknd,27,27,27,3235072,0
2021,28, Body,Megan Thee Stallion,13,13,13,3175226,15
2021,29, Wishing Well,Juice WRLD,1,1,1,3149013,28
2021,30, Back in Blood (feat. Lil Durk),Pooh Shiesty,30,30,30,3134927,0
2021,31, Anyone,Justin Bieber,2,2,2,3069676,29
2021,32, All Girls Are The Same,Juice WRLD,13,13,13,3049509,19
2021,33, Bad Boy (with Young Thug),Juice WRLD,3,3,3,3039699,30
2021,34, you broke me first,Tate McRae,16,16,16,3027812,18
2021,35, ROCKSTAR (feat. Roddy Ricch),DaBaby,1,1,1,2862621,34
2021,36, Cry Baby (feat. DaBaby),Megan Thee Stallion,36,36,36,2838586,0
2021,37, GNF (OKOKOK),Polo G,37,37,37,2791406,0
2021,38, Lucid Dreams,Juice WRLD,1,1,1,2777189,37
2021,39, Come & Go (with Marshmello),Juice WRLD,1,1,1,2771092,38
2021,40, Martin & Gina,Polo G,23,23,23,2762088,17
2021,41, Goosebumps - Remix,Travis Scott,41,41,41,2746518,0
2021,42, willow,Taylor Swift,1,1,1,2720477,41
2021,43, 7 Summers,Morgan Wallen,3,3,3,2657382,40
2021,44, Blueberry Faygo,Lil Mosey,2,2,2,2652286,42
2021,45, Tyler Herro,Jack Harlow,9,9,9,2647394,36
2021,46, Robbery,Juice WRLD,3,3,3,2637185,43
2021,47, Heather,Conan Gray,9,9,9,2630044,38
2021,48, More Than My Hometown,Morgan Wallen,21,21,21,2614014,27
2021,49," Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Jack Harlow,2,2,2,2586531,47
2021,50, Starboy,The Weeknd,3,3,3,2571675,47
2021,51, Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1,1,1,2555960,50
2021,52, Circles,Post Malone,1,1,1,2478295,51
2021,53, HOLIDAY,Lil Nas X,14,14,14,2464336,39
2021,54, Bang!,AJR,54,54,54,2448331,0
2021,55, On Me,Lil Baby,37,37,37,2448162,18
2021,56, 865,Morgan Wallen,15,15,15,2447762,41
2021,57, Someone You Loved,Lewis Capaldi,6,6,6,2422483,51
2021,58, The Box,Roddy Ricch,1,1,1,2408058,57
2021,59, Opp Stoppa (feat. 21 Savage),YBN Nahmir,59,59,59,2375449,0
2021,60, Whiskey Glasses,Morgan Wallen,59,59,59,2359498,1
2021,61, Way Out (feat. Big Sean),Jack Harlow,24,24,24,2355465,37
2021,62, Daddy Issues,The Neighbourhood,61,61,61,2343821,1
2021,63, In Your Eyes,The Weeknd,3,3,3,2334343,60
2021,64, Glad You Exist,Dan + Shay,64,64,64,2333776,0
2021,65, Cover Me Up,Morgan Wallen,30,30,30,2324373,35
2021,66, Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,31,31,31,2314035,35
2021,67, Dreams - 2004 Remaster,Fleetwood Mac,6,6,6,2191070,61
2021,68, Runnin,21 Savage,3,3,3,2183886,65
2021,69, Dynamite,BTS,4,4,4,2180080,65
2021,70, Still Goin Down,Morgan Wallen,31,31,31,2177927,39
2021,71, Baila Conmigo (with Rauw Alejandro),Selena Gomez,41,41,41,2175241,30
2021,72, Jocelyn Flores,XXXTENTACION,3,3,3,2171279,69
2021,73, SO DONE,The Kid LAROI,13,13,13,2154728,60
2021,74, No Role Modelz,J. Cole,65,65,65,2141231,9
2021,75, Dead Man Walking,Brent Faiyaz,71,71,71,2120225,4
2021,76, Astronaut In The Ocean,Masked Wolf,76,76,76,2114416,0
2021,77, Hayloft,Mother Mother,64,64,64,2110718,13
2021,78, Before You Go,Lewis Capaldi,42,42,42,2106680,36
2021,79, Dangerous,Morgan Wallen,37,37,37,2106097,42
2021,80, Prisoner (feat. Dua Lipa),Miley Cyrus,16,16,16,2104073,64
2021,81, Holy (feat. Chance The Rapper),Justin Bieber,3,3,3,2096563,78
2021,82, goosebumps,Travis Scott,8,8,8,2074208,74
2021,83, Life Is Good (feat. Drake),Future,2,2,2,2069174,81
2021,84, Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,5,5,5,2042451,79
2021,85, Watermelon Sugar,Harry Styles,4,4,4,2031163,81
2021,86, PRACTICE,DaBaby,46,46,46,1998418,40
2021,87, SLOW DANCING IN THE DARK,Joji,29,29,29,1995290,58
2021,88, Lonely (with benny blanco),Justin Bieber,8,8,8,1992553,80
2021,89, Heartless,The Weeknd,1,1,1,1981809,88
2021,90, Still Trappin',Lil Durk,66,66,66,1963115,24
2021,91, death bed (coffee for your head),Powfu,9,9,9,1949426,82
2021,92, Electric Love,BØRNS,44,44,44,1948364,48
2021,93, I Feel It Coming,The Weeknd,10,10,10,1943216,83
2021,94," GRAVITY (FEAT. TYLER, THE CREATOR)",Brent Faiyaz,36,36,36,1938673,58
2021,95, Warning,Morgan Wallen,18,18,18,1920533,77
2021,96, Roadtrip,Dream,96,96,96,1909963,0
2021,97, Skin,Sabrina Carpenter,27,27,27,1906322,70
2021,98, Are You Bored Yet? (feat. Clairo),Wallows,70,70,70,1892863,28
2021,99, GO (feat. Juice WRLD),The Kid LAROI,15,15,15,1891346,84
2021,100, Can't Feel My Face,The Weeknd,100,100,100,1883961,0
2021,101, hot girl bummer,blackbear,4,4,4,1878863,97
2021,102, Buss It,Erica Banks,75,75,75,1877399,27
2021,103, Adore You,Harry Styles,3,3,3,1875963,100
2021,104, Mr. Right Now (feat. Drake),21 Savage,4,4,4,1875336,100
2021,105, Put Your Records On,Ritt Momney,16,16,16,1858517,89
2021,106, Time Today,Moneybagg Yo,106,106,106,1857312,0
2021,107, Dior,Pop Smoke,18,18,18,1850569,89
2021,108, Livin’ The Dream,Morgan Wallen,32,32,32,1846552,76
2021,109, POPSTAR (feat. Drake),DJ Khaled,4,4,4,1837928,105
2021,110, Chasin' You,Morgan Wallen,55,55,55,1816538,55
2021,111, Go Crazy,Chris Brown,20,20,20,1809120,91
2021,112, LA NOCHE DE ANOCHE,Bad Bunny,18,18,18,1797585,94
2021,113, Masterpiece,DaBaby,63,63,63,1791957,50
2021,114, Mood Swings (feat. Lil Tjay),Pop Smoke,10,10,10,1791773,104
2021,115, Star Shopping,Lil Peep,101,101,101,1790124,14
2021,116, SAD!,XXXTENTACION,1,1,1,1789218,115
2021,117, BICHOTA,KAROL G,93,93,93,1781504,24
2021,118, Why'd You Only Call Me When You're High?,Arctic Monkeys,111,111,111,1776952,7
2021,119, XO Tour Llif3,Lil Uzi Vert,2,2,2,1772970,117
2021,120, 21,Polo G,42,42,42,1772880,78
2021,121, Bandit (with YoungBoy Never Broke Again),Juice WRLD,2,2,2,1772197,119
2021,122, Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,40,40,40,1771596,82
2021,123, Earned It (Fifty Shades Of Grey),The Weeknd,123,123,123,1769507,0
2021,124, HIGHEST IN THE ROOM,Travis Scott,1,1,1,1766444,123
2021,125, Bandido,Myke Towers,125,125,125,1762905,0
2021,126," Dear Maria, Count Me In",All Time Low,90,90,90,1761327,36
2021,127, This Bar,Morgan Wallen,65,65,65,1758398,62
2021,128," 34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",Ariana Grande,4,4,4,1751570,124
2021,129, 20 Min,Lil Uzi Vert,116,116,116,1747974,13
2021,130, Forever After All,Luke Combs,2,2,2,1744666,128
2021,131, Paradise (feat. Dermot Kennedy),MEDUZA,113,113,113,1740583,18
2021,132, If the World Was Ending (feat. Julia Michaels),JP Saxe,47,47,47,1739129,85
2021,133, Golden,Harry Styles,21,21,21,1738355,112
2021,134, Godzilla (feat. Juice WRLD),Eminem,2,2,2,1737218,132
2021,135, lovely (with Khalid),Billie Eilish,24,24,24,1736923,111
2021,136, Train Wreck,James Arthur,62,62,62,1732196,74
2021,137, Better Together,Luke Combs,38,38,38,1731359,99
2021,138, Sofia,Clairo,27,27,27,1730784,111
2021,139, 505,Arctic Monkeys,132,132,132,1725424,7
2021,140, BOP,DaBaby,3,3,3,1719163,137
2021,141, The Business,Tiësto,141,141,141,1691480,0
2021,142, Line Without a Hook,Ricky Montgomery,96,96,96,1683787,46
2021,143, Violent,carolesdaughter,98,98,98,1683308,45
2021,144, MIDDLE CHILD,J. Cole,1,1,1,1678002,143
2021,145, Righteous,Juice WRLD,2,2,2,1676018,143
2021,146, Smile (with The Weeknd),Juice WRLD,2,2,2,1675768,144
2021,147, Hawái - Remix,Maluma,16,16,16,1665681,131
2021,148, Drankin N Smokin,Future,12,12,12,1663622,136
2021,149, Heartbreak Anniversary,Giveon,149,149,149,1663225,0
