year,rank,song,name,peak,previous,streak,streams,movement,halftime
2021,168,ROXANNE,Arizona Zervas,1,1,1,1605280,167,0
2021,169,Be Like That,Kane Brown,25,25,25,1604016,144,0
2021,169,Be Like That,Swae Lee,25,25,25,1604016,144,0
2021,169,Be Like That,Khalid,25,25,25,1604016,144,0
2021,170,Tongue Tied,GROUPLOVE,119,119,119,1597280,51,0
2021,171,After Party,Don Toliver,13,13,13,1593680,158,0
2021,172,Remember That Night?,Sara Kays,155,155,155,1592209,17,0
2021,173,GIRL LIKE ME,Black Eyed Peas,173,173,173,1582381,0,0
2021,174,Reminds Me Of You,Juice WRLD,28,28,28,1579871,146,0
2021,175,July,Noah Cyrus,56,56,56,1572631,119,0
2021,176,Mr. Loverman,Ricky Montgomery,155,155,155,1570470,21,0
2021,177,Tequila Shots,Kid Cudi,10,10,10,1565062,167,0
2021,178,Say You Won't Let Go,James Arthur,15,15,15,1559880,163,0
2021,179,You,benny blanco,61,61,61,1555720,118,0
2021,179,You,Marshmello,61,61,61,1555720,118,0
2021,179,You,Vance Joy,61,61,61,1555720,118,0
2021,180,oops!,Yung Gravy,122,122,122,1550555,58,0
2021,181,WHATS POPPIN,Jack Harlow,6,6,6,1548391,175,0
2021,182,Took Her To The O,King Von,37,37,37,1544760,145,0
2021,183,Die For You,The Weeknd,74,74,74,1529014,109,1
2021,184,We Paid,Lil Baby,9,9,9,1525388,175,0
2021,184,We Paid,42 Dugg,9,9,9,1525388,175,0
2021,185,Hit Different,SZA,18,18,18,1519302,167,0
2021,186,Falling,Trevor Daniel,5,5,5,1513247,181,0
2021,187,Dance Monkey,Tones And I,7,7,7,1497641,180,0
2021,188,Money Trees,Kendrick Lamar,88,88,88,1497168,100,0
2021,189,I Fall Apart,Post Malone,2,2,2,1497078,187,0
2021,190,Provide,G-Eazy,190,190,190,1495595,0,0
2021,190,Provide,Chris Brown,190,190,190,1495595,0,0
2021,190,Provide,Mark Morrison,190,190,190,1495595,0,0
2021,191,Maniac,Conan Gray,73,73,73,1493192,118,0
2021,192,Moonlight,XXXTENTACION,3,3,3,1492941,189,0
2021,193,Armed And Dangerous,Juice WRLD,9,9,9,1488715,184,0
2021,194,Do I Wanna Know?,Arctic Monkeys,194,194,194,1477936,0,0
2021,195,forget me too,mgk,17,17,17,1472840,178,0
2021,195,forget me too,Halsey,17,17,17,1472840,178,0
2021,196,Can You Feel My Heart,Bring Me The Horizon,121,121,121,1470679,75,0
2021,197,"10,000 Hours",Dan + Shay,2,2,2,1468829,195,0
2021,197,"10,000 Hours",Justin Bieber,2,2,2,1468829,195,0
2021,198,Spicy,Ty Dolla $ign,14,14,14,1468635,184,0
2021,198,Spicy,Post Malone,14,14,14,1468635,184,0
2021,199,Sky,Playboi Carti,94,94,94,1463083,105,0
2021,200,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,64,64,64,1456859,136,0
2022,1,We Don't Talk About Bruno,Carolina Gaitán - La Gaita,1,1,1,8242634,0,0
2022,2,Heat Waves,Glass Animals,2,2,2,6624777,0,0
2022,3,pushin P,Gunna,2,2,2,6444812,1,0
2022,3,pushin P,Young Thug,2,2,2,6444812,1,0
2022,4,Super Gremlin,Kodak Black,3,3,3,5997416,1,0
2022,5,"Surface Pressure - From ""Encanto""/Soundtrack Version",Jessica Darrow,4,4,4,5258370,1,0
2022,6,STAY,The Kid LAROI,1,1,1,5220179,5,0
2022,6,STAY,Justin Bieber,1,1,1,5220179,5,0
2022,7,INDUSTRY BABY,Lil Nas X,1,1,1,5068326,6,0
2022,7,INDUSTRY BABY,Jack Harlow,1,1,1,5068326,6,0
2022,8,City of Gods,Fivio Foreign,8,8,8,4789621,0,0
2022,9,I Love You So,The Walters,9,9,9,4294323,0,0
2022,10,abcdefu,GAYLE,6,6,6,4278449,4,0
2022,11,Enemy,Imagine Dragons,9,9,9,4248187,2,0
2022,11,Enemy,JID,9,9,9,4248187,2,0
2022,12,Still D.R.E.,Dr. Dre,12,12,12,4222989,0,1
2022,13,Need to Know,Doja Cat,4,4,4,4121519,9,0
2022,14,Knife Talk,Drake,2,2,2,4035182,12,0
2022,14,Knife Talk,21 Savage,2,2,2,4035182,12,0
2022,14,Knife Talk,Project Pat,2,2,2,4035182,12,0
2022,15,MAMIII,Becky G,15,15,15,4021219,0,0
2022,16,THATS WHAT I WANT,Lil Nas X,4,4,4,4014833,12,0
2022,17,Cigarettes,Juice WRLD,5,5,5,3850974,12,0
2022,18,The Family Madrigal,Stephanie Beatriz,11,11,11,3834808,7,0
2022,19,The Joker And The Queen,Ed Sheeran,19,19,19,3783459,0,0
2022,19,The Joker And The Queen,Taylor Swift,19,19,19,3783459,0,0
2022,20,Boyfriend,Dove Cameron,20,20,20,3770977,0,0
2022,21,Cold Heart - PNAU Remix,Elton John,15,15,15,3737399,6,0
2022,22,Easy On Me,Adele,1,1,1,3698382,21,0
2022,23,Lost,Frank Ocean,14,14,14,3683829,9,0
2022,24,Dark Red,Steve Lacy,18,18,18,3669545,6,0
2022,25,good 4 u,Olivia Rodrigo,1,1,1,3639321,24,0
2022,26,family ties,Baby Keem,8,8,8,3551939,18,0
2022,26,family ties,Kendrick Lamar,8,8,8,3551939,18,1
2022,27,Woman,Doja Cat,12,12,12,3407457,15,0
2022,28,Bussin,Nicki Minaj,28,28,28,3347398,0,0
2022,29,Ghost,Justin Bieber,24,24,24,3329194,5,0
2022,30,Shivers,Ed Sheeran,8,8,8,3315728,22,0
2022,31,What Else Can I Do?,Diane Guerrero,16,16,16,3262315,15,0
2022,32,I Hate U,SZA,1,1,1,3248503,31,0
2022,33,Kiss Me More,Doja Cat,1,1,1,3245338,32,0
2022,33,Kiss Me More,SZA,1,1,1,3245338,32,0
2022,34,Sweater Weather,The Neighbourhood,19,19,19,3214686,15,0
2022,35,No Role Modelz,J. Cole,34,34,34,3159694,1,0
2022,36,The Next Episode,Dr. Dre,36,36,36,3159308,0,1
2022,37,she's all i wanna be,Tate McRae,20,20,20,3113990,17,0
2022,38,505,Arctic Monkeys,33,33,33,3094232,5,0
2022,39,Lose Yourself,Eminem,39,39,39,3043541,0,1
2022,40,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,6,6,6,2975714,34,0
2022,41,Notion,The Rare Occasions,39,39,39,2958566,2,0
2022,42,Do We Have A Problem?,Nicki Minaj,9,9,9,2918398,33,0
2022,43,Fingers Crossed,Lauren Spencer Smith,8,8,8,2863451,35,0
2022,44,Alien Blues,Vundabar,35,35,35,2852596,9,0
2022,45,Numb Little Bug,Em Beihold,45,45,45,2851744,0,0
2022,46,Worst Day,Future,46,46,46,2839976,0,0
2022,47,Broadway Girls,Lil Durk,7,7,7,2810608,40,0
2022,47,Broadway Girls,Morgan Wallen,7,7,7,2810608,40,0
2022,48,The Real Slim Shady,Eminem,48,48,48,2809982,0,1
2022,49,Meet Me At Our Spot,THE ANXIETY,10,10,10,2745870,39,0
2022,50,Don't Play That,King Von,18,18,18,2732159,32,0
2022,51,traitor,Olivia Rodrigo,3,3,3,2724605,48,0
2022,52,P power,Gunna,14,14,14,2719966,38,0
2022,52,P power,Drake,14,14,14,2719966,38,0
2022,53,Sky,Playboi Carti,28,28,28,2714476,25,0
2022,54,Happier Than Ever,Billie Eilish,3,3,3,2694480,51,0
2022,55,RAPSTAR,Polo G,1,1,1,2685148,54,0
2022,56,Waiting On A Miracle,Stephanie Beatriz,28,28,28,2628903,28,0
2022,57,Softcore,The Neighbourhood,43,43,43,2608756,14,0
2022,58,Monëy so big,Yeat,58,58,58,2590892,0,0
2022,59,Without Me,Eminem,59,59,59,2590192,0,1
2022,60,Light Switch,Charlie Puth,15,15,15,2584179,45,0
2022,61,Pursuit Of Happiness (Nightmare),Kid Cudi,59,59,59,2569266,2,0
2022,62,Smokin Out The Window,Bruno Mars,2,2,2,2565777,60,0
2022,63,NEW MAGIC WAND,"Tyler, The Creator",16,16,16,2561128,47,0
2022,64,20 Min,Lil Uzi Vert,52,52,52,2541297,12,0
2022,65,Way 2 Sexy,Drake,1,1,1,2528576,64,0
2022,65,Way 2 Sexy,Future,1,1,1,2528576,64,0
2022,65,Way 2 Sexy,Young Thug,1,1,1,2528576,64,0
2022,66,One Right Now,Post Malone,1,1,1,2528148,65,0
2022,66,One Right Now,The Weeknd,1,1,1,2528148,65,0
2022,67,HUMBLE.,Kendrick Lamar,1,1,1,2487318,66,1
2022,68,Bad Habits,Ed Sheeran,7,7,7,2453002,61,0
2022,69,Get Into It (Yuh),Doja Cat,18,18,18,2432483,51,0
2022,70,Dos Oruguitas,Sebastian Yatra,33,33,33,2429088,37,0
2022,71,Hrs & Hrs,Muni Long,51,51,51,2427364,20,0
2022,72,Levitating,Dua Lipa,4,4,4,2426895,68,0
2022,72,Levitating,DaBaby,4,4,4,2426895,68,0
2022,73,Infinity,Jaymes Young,57,57,57,2419799,16,0
2022,74,All For Us - from the HBO Original Series Euphoria,Labrinth,52,52,52,2417891,22,0
2022,75,Freaks,Surf Curse,31,31,31,2415240,44,0
2022,76,Till I Collapse,Eminem,76,76,76,2413953,0,1
2022,77,Money Trees,Kendrick Lamar,77,77,77,2386756,0,1
2022,78,Wants and Needs,Drake,2,2,2,2382241,76,0
2022,78,Wants and Needs,Lil Baby,2,2,2,2382241,76,0
2022,79,Pepas,Farruko,20,20,20,2369426,59,0
2022,80,You Right,Doja Cat,4,4,4,2365455,76,0
2022,81,See You Again,"Tyler, The Creator",55,55,55,2358149,26,0
2022,81,See You Again,Kali Uchis,55,55,55,2358149,26,0
2022,82,California Love - Original Version,2Pac,82,82,82,2353941,0,0
2022,83,2055,Sleepy Hallow,8,8,8,2348849,75,0
2022,84,Blinding Lights,The Weeknd,1,1,1,2344271,83,0
2022,85,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1,1,1,2339781,84,0
2022,86,The Spins,Mac Miller,77,77,77,2335339,9,0
2022,87,Big Energy,Latto,74,74,74,2326432,13,0
2022,88,Doja,$NOT,38,38,38,2326378,50,0
2022,89,Mr. Rager,Kid Cudi,80,80,80,2316182,9,0
2022,90,Space Song,Beach House,65,65,65,2293379,25,0
2022,91,YKWIM?,Yot Club,63,63,63,2281767,28,0
2022,92,In Da Club,50 Cent,92,92,92,2258647,0,0
2022,93,Lucid Dreams,Juice WRLD,1,1,1,2253409,92,0
2022,94,All Girls Are The Same,Juice WRLD,13,13,13,2250665,81,0
2022,95,Forgot About Dre,Dr. Dre,95,95,95,2248926,0,1
2022,96,Me or Sum,Nardo Wick,96,96,96,2246016,0,0
2022,96,Me or Sum,Future,96,96,96,2246016,0,0
2022,96,Me or Sum,Lil Baby,96,96,96,2246016,0,0
2022,97,Dandelions,Ruth B.,94,94,94,2212844,3,0
2022,98,MONTERO (Call Me By Your Name),Lil Nas X,1,1,1,2191300,97,0
2022,99,deja vu,Olivia Rodrigo,2,2,2,2178237,97,0
2022,100,Who Want Smoke??,Nardo Wick,23,23,23,2155164,77,0
2022,100,Who Want Smoke??,G Herbo,23,23,23,2155164,77,0
2022,100,Who Want Smoke??,Lil Durk,23,23,23,2155164,77,0
2022,100,Who Want Smoke??,21 Savage,23,23,23,2155164,77,0
2022,101,drivers license,Olivia Rodrigo,1,1,1,2134499,100,0
2022,102,Mount Everest,Labrinth,102,102,102,2123222,0,0
2022,103,Tell Em,Cochise,26,26,26,2118990,77,0
2022,104,Martin & Gina,Polo G,23,23,23,2111686,81,0
2022,105,Alright,Kendrick Lamar,105,105,105,2101527,0,1
2022,106,Heartless,Kanye West,106,106,106,2101061,0,0
2022,107,Yonaguni,Bad Bunny,5,5,5,2096142,102,0
2022,108,By Your Side,Rod Wave,45,45,45,2087428,63,0
2022,109,Good Days,SZA,1,1,1,2083707,108,0
2022,110,Daddy Issues,The Neighbourhood,59,59,59,2062392,51,0
2022,111,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,1,1,2051060,110,0
2022,112,Sacrifice,The Weeknd,1,1,1,2046544,111,0
2022,113,Toxic,BoyWithUke,57,57,57,2038534,56,0
2022,114,Lo Siento BB:/,Tainy,18,18,18,2035725,96,0
2022,114,Lo Siento BB:/,Bad Bunny,18,18,18,2035725,96,0
2022,114,Lo Siento BB:/,Julieta Venegas,18,18,18,2035725,96,0
2022,115,LOVE. FEAT. ZACARI.,Kendrick Lamar,5,5,5,2026624,110,1
2022,116,Ginseng Strip 2002,Yung Lean,48,48,48,2006987,68,0
2022,117,Rumors,Gucci Mane,77,77,77,1982155,40,0
2022,117,Rumors,Lil Durk,77,77,77,1982155,40,0
2022,118,Work Out,J. Cole,105,105,105,1979217,13,0
2022,119,Godzilla,Eminem,2,2,2,1978677,117,1
2022,119,Godzilla,Juice WRLD,2,2,2,1978677,117,0
2022,120,Mr. Brightside,The Killers,72,72,72,1970582,48,0
2022,121,The Way Life Goes,Lil Uzi Vert,8,8,8,1966235,113,0
2022,121,The Way Life Goes,Oh Wonder,8,8,8,1966235,113,0
2022,122,Jugaste y Sufrí,Eslabon Armado,23,23,23,1964192,99,0
2022,123,It Was A Good Day,Ice Cube,123,123,123,1960672,0,0
2022,124,DÁKITI,Bad Bunny,1,1,1,1959978,123,0
2022,125,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1,1,1,1945779,124,0
2022,126,Fair Trade,Drake,3,3,3,1945415,123,0
2022,126,Fair Trade,Travis Scott,3,3,3,1945415,123,0
2022,127,Die For You,The Weeknd,74,74,74,1928009,53,0
2022,128,Oh My God,Adele,3,3,3,1926345,125,0
2022,129,SLOW DANCING IN THE DARK,Joji,29,29,29,1925423,100,0
2022,130,Miss The Rage,Trippie Redd,4,4,4,1910557,126,0
2022,131,Celebrity Skin,Doja Cat,131,131,131,1894721,0,0
2022,132,Shoota,Playboi Carti,27,27,27,1889521,105,0
2022,132,Shoota,Lil Uzi Vert,27,27,27,1889521,105,0
2022,133,Stay Alive (Prod. SUGA of BTS),Jung Kook,133,133,133,1883864,0,0
2022,134,Streets,Doja Cat,3,3,3,1881954,131,0
2022,135,Buy Dirt,Jordan Davis,67,67,67,1853814,68,0
2022,136,emo girl,mgk,36,36,36,1852147,100,0
2022,136,emo girl,WILLOW,36,36,36,1852147,100,0
2022,137,Formula,Labrinth,112,112,112,1851561,25,0
2022,138,All Of You,Stephanie Beatriz,72,72,72,1846148,66,0
2022,139,love nwantiti (ah ah ah),CKay,30,30,30,1844797,109,0
2022,140,Eventually,Tame Impala,140,140,140,1833324,0,0
2022,141,Bound 2,Kanye West,141,141,141,1823625,0,0
2022,142,Leave The Door Open,Bruno Mars,4,4,4,1820996,138,0
2022,143,Love Sosa,Chief Keef,139,139,139,1816624,4,0
2022,144,Redbone,Childish Gambino,9,9,9,1810911,135,0
2022,145,Praise God,Kanye West,7,7,7,1810819,138,0
2022,146,My Universe,Coldplay,19,19,19,1799620,127,0
2022,147,Desesperados,Rauw Alejandro,138,138,138,1795382,9,0
2022,148,XO Tour Llif3,Lil Uzi Vert,2,2,2,1785605,146,0
2022,149,Dreams - 2004 Remaster,Fleetwood Mac,6,6,6,1775844,143,0
2022,150,Circles,Post Malone,1,1,1,1773414,149,0
2022,151,MIDDLE CHILD,J. Cole,1,1,1,1771261,150,0
2022,152,Whiskey Glasses,Morgan Wallen,59,59,59,1769766,93,0
2022,153,Young,Vacations,127,127,127,1769078,26,0
2022,154,Ain't Shit,Doja Cat,4,4,4,1759569,150,0
2022,155,telepatía,Kali Uchis,4,4,4,1758877,151,0
2022,156,Come & Go,Juice WRLD,1,1,1,1755976,155,0
2022,156,Come & Go,Marshmello,1,1,1,1755976,155,0
2022,157,"Nuthin' But A ""G"" Thang",Dr. Dre,157,157,157,1754787,0,1
2022,158,Looking Out for You,Joy Again,77,77,77,1751275,81,0
2022,159,Star Shopping,Lil Peep,101,101,101,1741607,58,0
2022,160,Ric Flair Drip,Offset,4,4,4,1731907,156,0
2022,160,Ric Flair Drip,Metro Boomin,4,4,4,1731907,156,0
2022,161,Ni**as In Paris,JAY-Z,158,158,158,1730866,3,0
2022,162,Electric Love,BØRNS,44,44,44,1728478,118,0
2022,163,Jocelyn Flores,XXXTENTACION,3,3,3,1722247,160,0
2022,164,trademark usa,Baby Keem,83,83,83,1717735,81,0
2022,165,my ex's best friend,mgk,11,11,11,1712629,154,0
2022,165,my ex's best friend,blackbear,11,11,11,1712629,154,0
2022,166,Sand In My Boots,Morgan Wallen,13,13,13,1706440,153,0
2022,167,favorite crime,Olivia Rodrigo,5,5,5,1705596,162,0
2022,168,Neon Guts,Lil Uzi Vert,58,58,58,1705369,110,0
2022,168,Neon Guts,Pharrell Williams,58,58,58,1705369,110,0
2022,169,Save Your Tears,The Weeknd,5,5,5,1704795,164,0
2022,169,Save Your Tears,Ariana Grande,5,5,5,1704795,164,0
2022,170,Wishing Well,Juice WRLD,1,1,1,1703738,169,0
2022,171,Save Your Tears,The Weeknd,2,2,2,1703206,169,0
2022,172,Wasted On You,Morgan Wallen,3,3,3,1698973,169,0
2022,173,Yes Indeed,Lil Baby,2,2,2,1697749,171,0
2022,174,Wet Dreamz,J. Cole,124,124,124,1695805,50,0
2022,175,goosebumps,Travis Scott,8,8,8,1693305,167,0
2022,176,Love & War,Kodak Black,97,97,97,1689400,79,0
2022,177,Cigarette Daydreams,Cage The Elephant,114,114,114,1677214,63,0
2022,178,EARFQUAKE,"Tyler, The Creator",1,1,1,1675624,177,0
2022,179,Kilby Girl,The Backseat Lovers,168,168,168,1666622,11,0
2022,180,Heather,Conan Gray,9,9,9,1666174,171,0
2022,181,Day 'N' Nite (nightmare),Kid Cudi,149,149,149,1664214,32,0
2022,182,The Less I Know The Better,Tame Impala,117,117,117,1659277,65,0
2022,183,She Knows,J. Cole,74,74,74,1659050,109,0
2022,183,She Knows,Amber Coffman,74,74,74,1659050,109,0
2022,183,She Knows,Cults,74,74,74,1659050,109,0
2022,184,Scared Money,YG,92,92,92,1650871,92,0
2022,184,Scared Money,J. Cole and Moneybagg Yo,92,92,92,1650871,92,0
2022,185,Tennessee Whiskey,Chris Stapleton,135,135,135,1650137,50,0
2022,186,The Hills,The Weeknd,27,27,27,1648654,159,0
2022,187,Do It To It,ACRAZE,37,37,37,1646519,150,0
2022,188,For Tonight,Giveon,119,119,119,1645435,69,0
2022,189,The Night We Met,Lord Huron,48,48,48,1639551,141,0
2022,190,3 Nights,Dominic Fike,49,49,49,1635413,141,0
2022,191,My Kind of Woman,Mac DeMarco,172,172,172,1623749,19,0
2022,192,we fell in love in october,girl in red,93,93,93,1622031,99,0
2022,193,Everybody Talks,Neon Trees,124,124,124,1620268,69,0
2022,194,Classic,MKTO,102,102,102,1618821,92,0
2022,195,Jealous,Eyedress,164,164,164,1617873,31,0
2022,196,Hypnotize - 2014 Remaster,The Notorious B.I.G.,196,196,196,1617699,0,0
2022,197,Gospel,Dr. Dre,145,145,145,1617595,52,1
2022,197,Gospel,Eminem,145,145,145,1617595,52,1
2022,198,Heartbreak Anniversary,Giveon,9,9,9,1614055,189,0
2022,199,Talking to the Moon,Bruno Mars,64,64,64,1612327,135,0
2022,200,Back in Blood,Pooh Shiesty,9,9,9,1610295,191,0
2022,200,Back in Blood,Lil Durk,9,9,9,1610295,191,0
2023,1,Kill Bill,SZA,1,1,1,15346454,0,0
2023,2,Boy's a liar Pt. 2,PinkPantheress,2,2,2,14396369,0,0
2023,3,Flowers,Miley Cyrus,1,1,1,11877275,2,0
2023,4,Last Night,Morgan Wallen,3,3,3,10727952,1,0
2023,5,Just Wanna Rock,Lil Uzi Vert,5,5,5,7874027,0,0
2023,6,Creepin',Metro Boomin,1,1,1,7212869,5,0
2023,6,Creepin',The Weeknd,1,1,1,7212869,5,0
2023,6,Creepin',21 Savage,1,1,1,7212869,5,0
2023,7,Superhero (Heroes & Villains),Metro Boomin,2,2,2,7094183,5,0
2023,7,Superhero (Heroes & Villains),The Weeknd,2,2,2,7094183,5,0
2023,7,Superhero (Heroes & Villains),21 Savage,2,2,2,7094183,5,0
2023,8,Rich Flex,Drake,1,1,1,6658887,7,0
2023,9,Die For You,The Weeknd,8,8,8,6235136,1,0
2023,10,Love You Anyway,Luke Combs,10,10,10,6183104,0,0
2023,11,As It Was,Harry Styles,1,1,1,5707104,10,0
2023,12,Sure Thing,Miguel,10,10,10,5669935,2,0
2023,13,golden hour,JVKE,8,8,8,5595021,5,0
2023,14,Bad Habit,Steve Lacy,1,1,1,5565169,13,0
2023,15,Anti-Hero,Taylor Swift,1,1,1,5318603,14,0
2023,16,Unholy,Sam Smith,1,1,1,5220899,15,0
2023,16,Unholy,Kim Petras,1,1,1,5220899,15,0
2023,17,Romantic Homicide,d4vd,3,3,3,5194264,14,0
2023,18,Snooze,SZA,17,17,17,5187628,1,0
2023,19,Something in the Orange,Zach Bryan,4,4,4,5107685,15,0
2023,20,Low,SZA,4,4,4,4690532,16,0
2023,21,Here With Me,d4vd,20,20,20,4626255,1,0
2023,22,Umbrella,Rihanna,22,22,22,4584400,0,1
2023,23,No Role Modelz,J. Cole,10,10,10,4557484,13,0
2023,24,Players,Coi Leray,24,24,24,4465323,0,0
2023,25,Escapism.,RAYE,20,20,20,4459247,5,0
2023,26,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap,5,5,5,4432646,21,0
2023,27,Bebe Dame,Fuerza Regida,18,18,18,4207309,9,0
2023,28,OMG,NewJeans,28,28,28,4137634,0,0
2023,29,LOVE AGAIN,The Kid LAROI,13,13,13,4116905,16,0
2023,30,Lost,Linkin Park,30,30,30,4036913,0,0
2023,31,Rock and A Hard Place,Bailey Zimmerman,26,26,26,3959139,5,0
2023,32,We Found Love,Rihanna,32,32,32,3925009,0,1
2023,33,You Proof,Morgan Wallen,11,11,11,3893572,22,0
2023,34,Love On The Brain,Rihanna,34,34,34,3870474,0,1
2023,35,Jimmy Cooks,Drake,2,2,2,3866194,33,0
2023,35,Jimmy Cooks,21 Savage,2,2,2,3866194,33,0
2023,36,I'm Good (Blue),David Guetta,8,8,8,3700184,28,0
2023,37,Lavender Haze,Taylor Swift,2,2,2,3685721,35,0
2023,38,Wasted On You,Morgan Wallen,3,3,3,3679998,35,0
2023,39,The Color Violet,Tory Lanez,26,26,26,3679146,13,0
2023,40,Shirt,SZA,8,8,8,3673128,32,0
2023,41,Sweater Weather,The Neighbourhood,13,13,13,3653090,28,0
2023,42,Needed Me,Rihanna,42,42,42,3629117,0,1
2023,43,Tití Me Preguntó,Bad Bunny,3,3,3,3607269,40,0
2023,44,I Ain't Worried,OneRepublic,7,7,7,3603473,37,0
2023,45,Dark Red,Steve Lacy,16,16,16,3581661,29,0
2023,46,Dawns,Zach Bryan,17,17,17,3496729,29,0
2023,46,Dawns,Maggie Rogers,17,17,17,3496729,29,0
2023,47,Bitch Better Have My Money,Rihanna,47,47,47,3475724,0,1
2023,48,AMG,Natanael Cano,48,48,48,3459809,0,0
2023,49,I Wrote The Book,Morgan Wallen,27,27,27,3426222,22,0
2023,50,Diamonds,Rihanna,50,50,50,3425478,0,1
2023,51,Heart To Heart,Mac DeMarco,30,30,30,3405245,21,0
2023,52,CUFF IT,Beyoncé,10,10,10,3388576,42,0
2023,53,Shut up My Moms Calling,Hotel Ugly,29,29,29,3331223,24,0
2023,54,SPIT IN MY FACE!,ThxSoMch,33,33,33,3313230,21,0
2023,55,Me Porto Bonito,Bad Bunny,2,2,2,3295741,53,0
2023,56,PRC,Peso Pluma,56,56,56,3288869,0,0
2023,57,Nobody Gets Me,SZA,3,3,3,3277610,54,0
2023,58,WAIT FOR U,Future,3,3,3,3275751,55,0
2023,58,WAIT FOR U,Drake,3,3,3,3275751,55,0
2023,58,WAIT FOR U,Tems,3,3,3,3275751,55,0
2023,59,Only Girl (In The World),Rihanna,59,59,59,3270892,0,1
2023,60,Que Vuelvas,Carin Leon,28,28,28,3260949,32,0
2023,61,The Kind of Love We Make,Luke Combs,15,15,15,3242188,46,0
2023,62,family ties,Baby Keem,8,8,8,3196781,54,0
2023,62,family ties,Kendrick Lamar,8,8,8,3196781,54,0
2023,63,Calm Down,Rema,47,47,47,3183358,16,0
2023,63,Calm Down,Selena Gomez,47,47,47,3183358,16,0
2023,64,Stay,Rihanna,64,64,64,3181933,0,1
2023,65,Run This Town,JAY-Z,65,65,65,3160742,0,0
2023,66,In Ha Mood,Ice Spice,66,66,66,3159641,0,0
2023,67,Stargirl Interlude,The Weeknd,56,56,56,3152596,11,0
2023,68,Glock In My Lap,21 Savage,8,8,8,3085487,60,0
2023,69,I Like You (A Happier Song),Post Malone,3,3,3,3056232,66,0
2023,69,I Like You (A Happier Song),Selena Gomez,3,3,3,3056232,66,0
2023,70,Until I Found You,Stephen Sanchez,18,18,18,2998548,52,0
2023,70,Until I Found You,Em Beihold,18,18,18,2998548,52,0
2023,71,Nonsense,Sabrina Carpenter,15,15,15,2996615,56,0
2023,72,Money Trees,Kendrick Lamar,52,52,52,2978945,20,0
2023,73,505,Arctic Monkeys,18,18,18,2977112,55,0
2023,74,Freestyle,Lil Baby,55,55,55,2975524,19,0
2023,75,ceilings,Lizzy McAlpine,75,75,75,2973668,0,0
2023,76,Heartless,Kanye West,40,40,40,2966080,36,0
2023,77,Thought You Should Know,Morgan Wallen,18,18,18,2938785,59,0
2023,78,Ditto,NewJeans,34,34,34,2927841,44,0
2023,79,Boy's a Liar,PinkPantheress,48,48,48,2884905,31,0
2023,80,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,17,17,17,2860063,63,1
2023,81,Don't Stop The Music,Rihanna,81,81,81,2843353,0,1
2023,82,Everything I Love,Morgan Wallen,35,35,35,2780970,47,0
2023,83,Late Night Talking,Harry Styles,2,2,2,2778202,81,0
2023,84,Starboy,The Weeknd,3,3,3,2776869,81,0
2023,85,Wet Dreamz,J. Cole,69,69,69,2772356,16,0
2023,86,Good Days,SZA,1,1,1,2759227,85,0
2023,87,Out thë way,Yeat,47,47,47,2756301,40,0
2023,88,La Bachata,Manuel Turizo,48,48,48,2730118,40,0
2023,89,Where Have You Been,Rihanna,89,89,89,2721856,0,1
2023,90,Space Song,Beach House,47,47,47,2703328,43,0
2023,91,La Jumpa,Arcángel,43,43,43,2702876,48,0
2023,92,Blind,SZA,5,5,5,2694215,87,0
2023,93,Watch This - ARIZONATEARS Pluggnb Remix,Lil Uzi Vert,93,93,93,2691242,0,0
2023,94,One Thing At A Time,Morgan Wallen,31,31,31,2681379,63,0
2023,95,Ghost in the Machine,SZA,17,17,17,2673641,78,0
2023,95,Ghost in the Machine,Phoebe Bridgers,17,17,17,2673641,78,0
2023,96,Special,Lizzo,96,96,96,2667104,0,0
2023,96,Special,SZA,96,96,96,2667104,0,0
2023,97,Heat Waves,Glass Animals,1,1,1,2658258,96,0
2023,98,Pink + White,Frank Ocean,76,76,76,2638789,22,0
2023,99,Everlong,Foo Fighters,60,60,60,2637894,39,0
2023,100,Made You Look,Meghan Trainor,27,27,27,2603313,73,0
2023,101,Too Many Nights,Metro Boomin,10,10,10,2600189,91,0
2023,101,Too Many Nights,Don Toliver,10,10,10,2600189,91,0
2023,101,Too Many Nights,Future,10,10,10,2600189,91,0
2023,102,About Damn Time,Lizzo,6,6,6,2597008,96,0
2023,103,I Wanna Be Yours,Arctic Monkeys,62,62,62,2590421,41,0
2023,104,S&M,Rihanna,104,104,104,2587896,0,1
2023,105,ALL MINE,Brent Faiyaz,22,22,22,2556261,83,0
2023,106,HOTEL LOBBY (Unc & Phew),Quavo,61,61,61,2550898,45,0
2023,107,Work,Rihanna,57,57,57,2546091,50,1
2023,108,Pour It Up,Rihanna,108,108,108,2542278,0,1
2023,109,Niagara Falls (Foot or 2),Metro Boomin,7,7,7,2539866,102,0
2023,109,Niagara Falls (Foot or 2),Em Beihold,7,7,7,2539866,102,0
